humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,clouds_all,air_pollution_index
71,1,266,3,3,289.89,90,272
71,2,303,1,1,290.57,90,16
71,2,303,5,5,290.57,90,282
46,1,30,8,8,291.94,40,297
73,2,335,3,3,293.5,40,214
59,1,93,5,5,293.98,75,193
63,2,354,9,9,293.71,90,67
63,2,354,7,7,292.82,90,120
63,2,354,8,8,292.71,90,195
65,2,27,5,5,293.18,75,140
65,2,27,3,3,293.61,75,98
65,2,27,4,4,294.29,90,127
70,1,34,3,3,294.03,75,266
65,4,53,7,7,293.38,90,119
72,1,8,1,1,292.57,90,76
72,3,20,6,6,292.57,90,157
74,3,30,7,7,291.71,40,229
76,3,40,8,8,290.39,90,223
87,1,40,5,5,290.39,90,71
82,1,45,2,2,290.39,90,65
77,2,50,8,8,290.39,90,105
72,2,55,8,8,290.39,90,155
68,3,60,7,7,289.11,90,57
80,2,92,2,2,289.11,90,287
72,2,69,7,7,288.42,75,212
65,1,46,4,4,288.03,90,208
58,1,23,4,4,287.69,40,133
51,0,1,4,4,287.18,75,209
74,2,115,1,1,286.93,90,84
71,2,111,5,5,287.1,90,166
68,2,108,3,3,287.09,90,143
66,2,105,8,8,287.24,90,129
63,2,102,2,2,287.28,90,21
61,2,99,5,5,287.67,90,244
62,3,112,9,9,287.64,90,117
63,3,126,3,3,287.91,90,42
61,4,148,6,6,287.19,90,129
63,3,131,1,1,287.19,90,265
61,4,160,9,9,287.07,90,92
63,4,149,9,9,287.07,90,190
65,3,139,4,4,286.64,90,237
65,3,139,9,9,286.64,90,284
70,3,157,9,9,286.64,90,195
63,2,150,9,9,286.64,90,220
69,1,168,3,3,286.93,90,258
62,0,162,4,4,286.93,90,52
68,4,163,4,4,286.93,90,82
68,4,163,1,1,287.12,90,28
63,0,107,7,7,287.12,90,174
65,3,143,8,8,286.4,90,276
60,6,182,1,1,286.4,90,137
58,5,177,1,1,286.4,90,151
59,4,214,6,6,285.35,90,43
58,4,223,1,1,285.35,90,107
56,3,213,1,1,284.68,90,219
58,3,197,4,4,284.68,90,207
57,5,164,3,3,284.68,90,265
60,4,158,2,2,284.68,90,51
57,3,182,7,7,283.88,90,113
59,3,186,8,8,283.88,90,198
64,3,193,6,6,283.88,90,71
74,3,193,7,7,283.88,90,152
60,4,170,2,2,283.31,90,231
63,2,169,6,6,283.31,90,29
70,2,164,7,7,283.31,90,289
83,4,161,3,3,283.31,90,274
88,4,155,2,2,282.9,90,257
87,3,156,2,2,282.9,90,125
94,4,147,1,1,282.9,90,264
95,3,146,4,4,282.45,90,22
95,3,160,1,1,281.91,90,55
96,2,153,9,9,281.8,90,251
96,2,162,8,8,281.8,90,80
94,2,157,9,9,281.22,90,68
95,2,171,8,8,281.22,90,213
93,2,170,7,7,281.04,90,60
56,5,173,8,8,281.04,90,25
91,2,160,3,3,280.7,90,60
90,2,149,7,7,280.71,90,233
68,4,166,7,7,280.66,90,137
71,4,151,4,4,280.66,90,179
53,5,164,7,7,280.96,90,276
52,5,164,8,8,280.96,90,77
53,5,164,2,2,281.35,90,130
57,5,174,7,7,281.93,90,189
62,4,184,9,9,282.25,90,235
68,3,195,3,3,282.76,90,200
78,4,168,1,1,282.76,90,260
88,13,270,2,2,283.5,90,15
92,5,337,8,8,283.5,90,271
92,5,149,8,8,283.99,90,100
93,5,149,5,5,283.99,90,203
94,5,149,4,4,284.25,90,73
93,3,144,8,8,284.25,90,235
93,3,142,6,6,284.23,90,72
97,5,116,5,5,284.23,90,80
97,5,126,5,5,284.23,90,29
94,5,141,4,4,284.22,90,254
94,5,150,9,9,284.22,90,73
92,5,164,7,7,284.08,90,234
75,3,138,2,2,284.08,90,275
75,4,158,9,9,283.92,90,171
61,2,139,6,6,283.92,90,54
64,2,139,7,7,283.43,90,278
73,2,138,2,2,283.43,90,34
82,3,137,5,5,283.29,90,234
85,2,157,9,9,283.43,90,83
93,2,163,3,3,283.75,90,125
94,0,202,2,2,283.82,90,161
87,1,23,9,9,283.01,1,78
90,4,91,5,5,282.26,1,211
93,4,109,2,2,281.64,1,100
90,4,95,6,6,281.07,1,59
91,4,98,3,3,280.4,1,298
94,5,92,7,7,279.95,1,101
100,6,100,1,1,279.89,1,244
99,5,92,7,7,280.5,1,38
93,2,110,7,7,281.42,1,181
94,3,107,4,4,282.64,1,182
95,5,105,7,7,284.41,1,245
94,0,360,8,8,285.49,1,51
91,2,325,9,9,287.19,1,158
86,6,213,8,8,288.33,1,297
85,7,217,4,4,289.17,1,222
62,5,177,1,1,289.9,1,184
63,5,177,4,4,290.41,5,108
73,5,209,5,5,290.68,1,129
69,5,177,6,6,290.35,1,26
80,4,208,1,1,289.37,1,38
76,4,176,5,5,287.47,1,57
77,4,176,7,7,285.62,1,298
83,4,176,9,9,284.06,1,137
86,5,188,9,9,282.84,1,77
86,4,164,2,2,281.79,1,48
87,3,141,8,8,280.93,1,142
86,3,128,9,9,279.9,1,128
83,4,130,6,6,278.64,1,61
83,8,140,8,8,277.65,1,145
78,8,160,4,4,277.09,1,256
93,0,120,7,7,278.24,1,178
94,0,110,3,3,281.32,1,79
93,2,164,7,7,284.01,1,45
83,5,180,7,7,285.89,1,297
80,4,229,6,6,288.05,1,14
77,4,203,3,3,289.3,1,157
67,4,188,7,7,290.56,1,246
88,1,288,5,5,291.46,1,77
57,7,250,7,7,292.21,1,240
54,2,160,4,4,292.58,75,159
51,2,203,4,4,292.34,90,230
57,3,217,2,2,291.87,40,270
55,1,193,5,5,291.3,75,275
59,4,240,2,2,289.83,90,123
66,2,264,3,3,288.7,90,174
73,2,264,4,4,287.38,90,65
78,2,264,7,7,287.38,90,259
91,2,315,7,7,287.38,90,252
92,1,216,7,7,286.36,90,11
90,1,216,6,6,286.36,90,152
91,1,216,4,4,285.72,90,178
92,1,216,6,6,285.72,90,72
93,1,216,1,1,285.22,90,163
94,1,160,3,3,285.22,90,264
95,1,160,9,9,284.93,90,75
91,1,160,6,6,284.69,90,294
98,1,147,7,7,284.64,90,197
98,1,147,6,6,284.62,90,202
53,1,147,6,6,284.66,90,20
87,2,154,9,9,284.98,90,189
87,2,154,8,8,285.47,90,99
59,0,195,5,5,286.06,90,232
72,3,160,5,5,286.91,90,235
78,4,170,1,1,288.2,90,112
74,3,138,4,4,289,90,241
74,3,166,1,1,289.15,75,276
67,1,193,4,4,288.99,90,293
77,3,166,5,5,289.06,90,199
69,0,189,9,9,288.64,90,57
76,3,152,1,1,288.57,90,293
83,3,152,6,6,288.6,90,64
83,3,187,3,3,287.93,90,128
91,2,181,6,6,287.31,90,11
86,2,181,9,9,286.95,90,233
84,3,154,5,5,286.77,90,245
85,0,192,8,8,286.55,90,212
88,3,154,8,8,286.37,90,153
93,3,162,1,1,285.99,90,20
92,3,162,8,8,285.66,90,268
89,3,162,8,8,285.26,90,166
79,2,167,9,9,284.77,75,206
95,2,123,2,2,284.39,75,101
60,1,147,1,1,284.37,90,162
89,2,119,4,4,284.42,40,143
89,2,127,4,4,284.84,90,125
49,0,86,9,9,285.17,90,76
52,0,24,2,2,286.04,90,159
50,3,163,8,8,286.79,90,265
82,3,163,2,2,286.94,90,50
59,0,188,9,9,286.81,90,190
64,4,179,8,8,286.62,90,197
76,4,179,3,3,286.45,90,48
72,2,163,3,3,286.69,90,226
78,2,163,2,2,287.08,90,139
82,2,163,5,5,287.38,90,273
86,4,118,7,7,287.76,90,123
89,4,118,6,6,287.64,90,72
90,0,166,1,1,287.55,90,106
92,2,142,9,9,287.47,90,27
93,2,142,8,8,287.59,90,214
94,2,140,7,7,287.31,90,222
94,2,173,4,4,287.13,90,106
94,2,173,2,2,287.01,90,288
88,2,173,9,9,286.92,90,245
80,0,178,5,5,286.73,90,177
77,2,184,7,7,286.48,90,69
93,2,229,9,9,286.36,90,94
88,2,224,1,1,285.9,90,270
84,1,220,6,6,285.59,90,175
93,9,338,5,5,285.59,90,237
48,1,248,5,5,285.86,90,69
97,2,279,3,3,286.26,90,173
48,1,344,1,1,287.65,90,239
51,1,55,8,8,287.98,90,91
52,1,264,4,4,288.29,90,166
79,5,308,7,7,288.44,90,200
76,4,299,6,6,288.51,75,253
62,4,299,2,2,288.23,90,251
76,4,299,5,5,287.91,90,231
69,2,277,9,9,287.91,90,177
79,3,303,6,6,287.54,90,130
82,3,303,3,3,287.21,90,11
90,1,267,4,4,286.91,90,127
88,1,267,4,4,286.53,90,145
90,1,267,8,8,286.53,90,136
89,1,265,3,3,286.53,90,250
89,1,265,1,1,286.39,90,117
89,1,265,3,3,286.19,90,121
65,0,224,7,7,285.77,90,172
57,5,290,2,2,285.53,90,284
44,8,270,1,1,285.03,90,28
49,5,307,1,1,284.92,90,242
55,3,345,1,1,284.9,90,29
74,8,135,4,4,284.96,90,250
67,7,306,5,5,285.08,90,269
36,1,291,4,4,285.25,90,58
67,7,295,6,6,285.25,90,163
47,1,322,5,5,285.69,90,12
63,6,305,9,9,285.69,90,178
57,1,316,8,8,286.3,90,207
58,5,304,8,8,286.3,90,188
53,1,248,8,8,286.57,90,112
56,1,270,2,2,286.64,90,228
62,0,283,7,7,286.99,90,25
54,5,308,1,1,286.99,90,56
80,3,325,5,5,286.99,90,55
79,1,286,5,5,287.28,90,109
69,4,293,5,5,287.28,90,192
69,4,293,9,9,287.74,90,225
67,1,315,4,4,288.03,90,143
70,5,304,6,6,288.01,90,18
70,0,281,5,5,288.07,90,222
75,7,323,3,3,288.07,90,148
68,2,13,4,4,287.78,90,231
66,2,322,3,3,287.54,90,100
74,7,329,6,6,287.4,90,121
74,1,338,7,7,287.44,90,122
74,7,329,5,5,287.31,90,207
69,7,335,4,4,287.31,90,272
69,7,335,3,3,287.2,90,171
69,7,335,3,3,287.04,90,93
72,7,351,1,1,286.41,40,54
72,7,351,6,6,285.9,40,54
69,5,357,9,9,286.13,75,280
77,3,347,7,7,286.13,75,219
85,1,337,6,6,286.87,90,183
69,5,357,6,6,289.03,40,256
90,0,308,5,5,290.79,75,183
92,5,356,8,8,292.6,75,45
90,5,356,9,9,294.27,90,167
99,3,355,6,6,295.18,75,148
93,4,30,1,1,296.08,75,42
93,3,40,2,2,296,90,260
93,3,10,7,7,295.04,90,180
93,4,20,6,6,295.04,90,119
95,0,359,5,5,295.62,90,176
93,5,360,6,6,295.62,90,134
99,4,18,8,8,295.62,90,223
69,3,344,7,7,295.84,75,190
93,5,22,3,3,295.46,40,92
93,5,22,5,5,294.76,40,34
93,10,248,9,9,293.78,75,255
83,6,26,4,4,292.87,90,50
42,4,342,9,9,292.07,90,68
83,6,26,1,1,292.07,90,186
43,4,4,7,7,292.07,90,39
80,5,32,8,8,291.39,90,54
46,2,346,9,9,291.39,90,163
75,4,34,7,7,291.39,90,49
75,4,34,1,1,291.39,90,149
75,4,34,5,5,291.39,90,266
74,3,33,1,1,291,90,79
75,2,25,3,3,291,90,145
69,2,25,1,1,290.88,90,245
86,2,354,5,5,290.88,90,121
69,2,354,6,6,290.88,90,42
90,2,354,7,7,290.88,90,205
87,2,320,8,8,290.88,90,187
77,2,350,4,4,291.11,40,143
59,2,340,7,7,291.11,40,200
56,3,340,9,9,291.39,75,15
60,3,350,3,3,291.53,1,188
41,4,30,2,2,291.81,1,292
36,2,30,3,3,292.24,1,115
34,3,30,2,2,293.02,75,255
34,3,10,4,4,294.23,90,240
32,4,10,5,5,294.83,90,224
32,3,20,6,6,294.44,90,282
32,3,30,8,8,294.7,90,114
38,2,10,4,4,294.84,75,32
39,1,360,9,9,295.32,90,170
41,2,13,3,3,296.35,90,203
64,2,13,6,6,297.19,90,275
72,2,13,2,2,296.51,75,92
72,1,326,6,6,295.2,90,177
77,1,310,9,9,295.2,90,152
82,1,310,2,2,295.2,90,52
87,2,307,4,4,294.28,75,21
87,2,307,6,6,294.01,75,31
93,2,307,2,2,293.53,90,27
87,2,347,4,4,292.41,90,71
87,2,347,9,9,291.88,40,198
77,1,350,2,2,291.54,40,88
68,2,340,6,6,291.27,40,176
56,2,22,3,3,290.99,90,159
57,1,50,8,8,290.99,90,232
44,1,360,1,1,290.99,90,114
42,2,20,2,2,290.99,90,263
37,3,350,2,2,290.99,90,16
34,3,50,9,9,290.46,40,172
34,3,30,6,6,290,1,299
34,4,20,8,8,289.84,1,204
32,2,30,4,4,289.63,1,139
32,4,30,5,5,289.67,1,118
36,3,30,2,2,290.31,1,228
44,1,20,5,5,291.81,40,139
56,2,40,5,5,293.23,1,253
64,3,41,4,4,294.76,1,94
72,2,360,2,2,296.03,40,264
77,4,58,2,2,297.07,1,246
77,4,58,5,5,297.44,40,10
77,2,53,1,1,297.43,75,274
82,2,53,1,1,297.03,75,203
87,2,53,5,5,296.88,90,131
59,1,34,2,2,296.54,90,13
82,1,34,2,2,295.07,90,158
76,1,34,1,1,293.22,20,70
71,1,34,5,5,292.3,75,291
40,1,360,7,7,291.43,40,126
31,1,50,4,4,290.11,1,181
33,1,350,3,3,289.71,90,247
31,2,20,7,7,289.06,1,147
32,2,30,8,8,288.78,40,227
32,2,80,7,7,288.36,90,91
32,3,50,3,3,287.85,90,228
30,1,30,6,6,287.09,90,211
32,3,70,7,7,286.34,90,84
32,1,40,3,3,286.44,40,56
34,2,50,4,4,287.94,1,245
44,1,50,6,6,289.55,1,160
60,3,22,8,8,291,40,132
77,3,22,2,2,292.27,75,255
82,2,27,3,3,293.47,75,263
82,2,27,4,4,294.23,90,63
87,2,27,1,1,293.6,90,196
87,1,13,4,4,291.97,90,290
93,1,13,6,6,291.97,90,76
93,1,13,8,8,291.04,90,150
93,1,80,2,2,291.04,90,30
93,1,6,8,8,290.14,75,31
72,1,6,7,7,289,90,184
68,1,97,1,1,287.43,90,200
53,1,97,3,3,285.78,90,294
44,1,97,1,1,285.03,90,290
36,1,360,9,9,284.41,90,270
34,1,90,9,9,284.13,90,166
32,1,197,3,3,284.11,90,270
28,2,50,2,2,284,90,48
26,2,140,6,6,283.67,90,39
28,2,100,9,9,283.2,90,267
26,1,180,3,3,282.75,90,280
26,1,180,2,2,282.62,75,60
36,2,90,4,4,282.18,75,288
39,2,157,1,1,282.22,75,243
56,1,110,6,6,282.69,40,35
63,2,130,9,9,283.61,75,20
56,3,140,7,7,284.89,1,33
57,3,161,6,6,286.22,75,225
59,3,182,2,2,287.34,40,147
59,3,182,9,9,288.71,40,234
72,2,187,1,1,289.74,1,119
72,2,187,2,2,290.79,40,215
79,2,187,3,3,291.37,1,80
75,2,178,7,7,291.64,40,219
71,1,164,6,6,291.87,20,194
75,2,178,1,1,291.46,75,99
63,2,162,2,2,290.78,1,256
69,3,200,8,8,289.09,1,242
51,2,179,6,6,287.43,1,42
62,3,199,3,3,285.91,1,156
62,3,199,9,9,284.6,1,179
62,6,315,9,9,283.79,1,223
28,5,186,8,8,283.04,1,237
55,3,202,6,6,282.41,1,155
55,3,202,1,1,281.82,1,155
28,4,200,2,2,281.33,1,31
30,2,175,5,5,280.83,1,98
33,1,233,1,1,281.5,1,189
49,4,171,2,2,284.94,1,274
39,4,171,3,3,287.8,1,59
49,4,171,4,4,289.92,1,239
55,4,172,6,6,291.77,1,70
55,4,172,3,3,292.8,40,28
44,4,188,2,2,293.2,40,34
48,5,194,6,6,293.28,1,216
48,5,194,4,4,292.7,40,84
57,1,195,4,4,292.33,90,150
55,5,192,1,1,292.31,90,290
57,3,185,6,6,292.02,90,100
55,5,192,4,4,291.85,75,84
52,3,174,9,9,291.48,75,73
51,0,180,9,9,290.76,90,91
51,0,0,3,3,290.09,90,259
45,6,203,9,9,290.01,90,147
45,6,203,5,5,289.63,90,106
42,4,150,4,4,289.47,90,109
40,5,159,7,7,288.75,75,282
38,7,168,9,9,288.35,75,250
41,6,212,9,9,288.18,75,14
40,6,168,5,5,287.44,75,224
39,5,210,3,3,287.29,92,76
44,3,200,4,4,287.66,92,164
39,5,199,1,1,288.02,92,38
39,5,199,7,7,288.48,92,18
39,5,199,8,8,288.86,92,209
41,0,158,8,8,289.11,92,239
41,6,201,2,2,289.48,92,276
45,1,138,3,3,289.54,92,172
59,2,189,9,9,289.78,92,84
47,1,225,8,8,289.3,92,192
58,1,208,6,6,289.3,92,118
51,1,225,6,6,288.91,92,209
57,4,186,2,2,288.57,92,190
51,2,248,4,4,288.57,92,37
50,0,135,4,4,287.92,92,62
50,5,204,3,3,287.41,92,257
50,5,204,1,1,286.69,92,49
45,0,248,4,4,286.69,92,231
45,5,200,7,7,286.48,90,175
50,5,200,8,8,286.48,90,38
39,0,202,7,7,286.26,92,198
45,1,174,3,3,286.26,92,211
39,5,199,9,9,285.93,92,139
42,4,208,8,8,285.93,92,57
37,4,208,9,9,285.65,92,266
37,4,208,7,7,285.65,92,97
39,0,225,5,5,285.7,92,267
39,3,194,3,3,285.7,92,68
39,1,248,3,3,285.65,92,58
46,2,191,6,6,285.66,92,225
50,2,220,4,4,285.66,92,85
53,2,184,4,4,285.48,90,43
91,2,248,4,4,285.48,90,257
91,4,210,4,4,285.48,90,299
91,4,210,7,7,285.4,92,32
95,4,225,2,2,285.4,92,28
95,4,225,3,3,285.38,88,105
95,0,202,6,6,285.38,88,260
95,3,205,4,4,285.38,88,250
64,3,205,4,4,285.49,88,54
57,1,199,2,2,285.49,88,85
82,3,212,5,5,285.57,88,116
82,3,212,5,5,285.57,88,69
49,2,158,3,3,285.57,88,141
46,0,164,2,2,285.67,92,166
46,0,164,1,1,285.67,92,64
77,2,210,7,7,285.67,92,195
55,1,248,7,7,285.89,92,184
71,1,248,4,4,285.89,92,40
54,7,350,5,5,286.11,92,164
86,1,340,9,9,286.11,92,254
94,3,70,3,3,286.38,92,39
93,1,340,1,1,286.38,92,58
89,1,38,6,6,287.13,92,179
94,1,139,7,7,287.13,92,84
95,1,139,8,8,287.12,92,215
94,0,185,2,2,287.12,92,170
97,0,185,6,6,287.82,56,158
97,0,185,3,3,287.82,56,97
99,1,0,4,4,287.82,56,177
99,1,311,6,6,287.82,56,198
99,1,311,5,5,287.37,56,123
95,2,353,5,5,287.37,56,22
95,1,13,2,2,287.17,24,175
95,2,353,4,4,287.17,24,166
86,1,340,9,9,286.98,24,190
86,1,315,6,6,286.98,24,113
86,2,10,6,6,287.01,24,120
71,2,9,2,2,287.01,24,270
71,2,9,3,3,286.67,76,157
71,2,9,8,8,286.46,76,148
61,1,33,8,8,285.92,76,178
61,1,33,8,8,285.46,92,167
61,1,33,5,5,285.18,92,65
68,2,45,4,4,284.69,92,82
68,0,99,9,9,284.27,68,257
68,2,45,6,6,284.27,68,189
75,3,82,1,1,283.87,68,100
75,3,82,8,8,283.59,68,203
85,2,88,6,6,283.35,92,204
89,0,107,9,9,283.35,92,294
89,1,95,3,3,283.23,92,257
89,0,161,1,1,283.23,92,238
84,0,122,8,8,283.35,92,292
83,2,118,8,8,283.35,92,172
82,2,118,6,6,283.37,68,100
91,3,159,1,1,283.37,68,220
94,0,212,4,4,283.7,68,275
88,2,0,6,6,283.7,68,136
100,0,0,8,8,284.18,68,291
100,2,188,3,3,284.85,64,80
100,2,188,3,3,285.07,64,100
100,1,123,2,2,285.56,64,103
63,1,209,8,8,285.99,76,85
100,1,123,7,7,286.19,76,113
100,1,58,1,1,286.43,76,206
100,1,58,3,3,286.47,80,193
59,1,200,7,7,286.26,80,86
61,1,240,2,2,285.99,80,43
97,1,249,6,6,285.73,92,131
66,1,277,2,2,285.54,92,212
97,5,321,6,6,285.4,92,138
97,5,321,6,6,285.18,80,299
89,5,326,7,7,285.15,92,222
70,1,329,5,5,285.01,92,147
87,4,326,4,4,284.88,68,270
87,4,326,1,1,284.7,68,181
90,4,321,2,2,284.49,68,156
90,4,321,8,8,284.5,92,158
88,4,325,7,7,284.8,92,38
87,5,330,6,6,285.06,92,111
65,1,333,1,1,285.61,92,263
87,5,330,7,7,286.38,92,283
78,5,326,7,7,287.42,92,58
78,1,45,2,2,288.41,24,198
40,3,339,5,5,288.87,24,74
67,5,324,8,8,289.57,24,173
67,5,324,6,6,290.12,32,233
67,5,324,7,7,290.52,32,16
62,4,323,8,8,290.62,32,70
43,4,323,1,1,290.8,56,201
62,4,323,1,1,290.58,56,97
54,2,326,1,1,289.91,56,167
62,2,326,7,7,289.11,88,282
71,2,326,1,1,288.12,88,291
76,1,306,2,2,287.35,88,154
78,1,306,4,4,286.72,92,172
77,1,233,5,5,286.14,92,183
79,1,236,4,4,286.1,92,117
79,1,236,4,4,285.97,36,153
79,1,236,3,3,286.07,36,67
80,1,212,6,6,285.62,36,197
80,1,212,9,9,285.18,32,29
80,1,212,7,7,285.45,32,221
78,1,201,3,3,287.44,32,33
76,1,191,9,9,290.09,24,100
76,1,191,7,7,291.61,24,225
68,3,189,8,8,292.46,24,61
68,3,189,4,4,293,64,147
68,11,90,8,8,293.25,64,162
59,13,338,6,6,293.99,64,229
59,13,292,5,5,293.83,76,182
59,3,185,5,5,294.18,76,10
58,0,115,7,7,294.25,76,34
58,3,187,5,5,294.25,92,213
58,3,187,8,8,293.38,92,210
52,4,165,5,5,292.58,92,200
52,4,165,5,5,291.58,88,241
52,4,165,7,7,291.58,88,229
54,4,187,7,7,291.14,88,75
54,4,187,3,3,290.51,88,33
56,4,179,2,2,290.31,92,91
58,5,183,2,2,290.02,92,100
58,5,183,7,7,289.48,76,181
58,5,183,5,5,288.32,68,44
64,1,153,2,2,287.58,68,43
64,5,180,3,3,286.94,68,271
64,1,163,8,8,286.66,92,186
64,6,183,2,2,286.71,92,153
53,5,227,9,9,286.71,92,224
64,6,183,3,3,286.71,92,150
59,2,55,2,2,286.62,92,277
59,6,185,4,4,286.62,92,148
59,0,90,1,1,286.66,92,56
53,0,90,5,5,286.66,92,69
37,3,174,7,7,286.81,92,58
37,7,174,2,2,286.81,92,61
50,1,131,3,3,286.81,92,70
40,5,179,5,5,287.4,92,223
42,2,171,8,8,287.68,92,104
43,5,114,4,4,287.94,92,129
47,6,179,4,4,287.94,92,228
47,6,179,8,8,287.71,92,49
49,0,90,4,4,287.71,92,241
49,5,185,5,5,287.71,92,220
52,1,256,7,7,288.14,92,47
83,6,184,8,8,288.14,92,220
83,6,184,8,8,288.88,92,92
83,1,97,5,5,288.88,92,127
86,6,181,1,1,290.16,92,36
93,6,170,6,6,291.26,88,218
86,0,90,3,3,291.75,88,134
77,6,194,7,7,291.26,88,285
77,6,194,5,5,290.51,92,81
77,6,194,3,3,289.68,92,67
72,6,190,7,7,289.3,92,128
72,6,190,5,5,289.06,92,71
72,6,190,7,7,288.77,68,96
68,5,187,8,8,288.77,68,108
69,5,187,7,7,288.3,68,133
68,5,187,9,9,288.3,68,16
64,5,178,9,9,288.28,68,143
64,5,178,7,7,288.37,68,292
64,5,178,6,6,288.37,68,11
63,5,168,3,3,288.26,68,169
63,5,168,1,1,288.26,68,166
63,5,168,4,4,288.74,36,235
60,5,173,5,5,288.74,36,152
60,5,173,2,2,289.4,36,275
60,5,173,4,4,289.4,36,275
69,1,192,7,7,289.78,20,46
60,5,180,3,3,289.92,20,297
60,5,180,8,8,290.97,20,82
66,4,183,2,2,290.97,20,25
66,4,183,4,4,291.65,44,92
69,3,183,7,7,291.65,44,183
72,3,183,2,2,292.55,44,85
68,3,186,9,9,293.78,44,60
74,2,185,1,1,295.02,48,195
73,2,188,6,6,295.7,48,14
69,2,183,8,8,296.3,48,271
68,2,187,5,5,296.4,0,188
65,2,185,9,9,296.46,0,151
49,1,179,2,2,295.48,0,277
62,11,248,1,1,294.22,0,123
65,1,244,3,3,291.95,0,189
65,1,244,9,9,290.31,0,77
65,1,244,2,2,289.56,8,116
74,0,54,8,8,289.06,8,68
78,1,83,4,4,288.49,0,283
83,1,112,4,4,287.57,12,40
82,1,112,4,4,286.91,12,44
81,1,112,9,9,286.91,12,269
82,2,180,1,1,286.43,12,18
84,2,166,1,1,286.43,12,118
87,2,166,8,8,286.66,12,152
90,2,166,2,2,286.66,12,51
91,1,164,5,5,288.29,12,196
92,1,164,3,3,290.04,12,94
78,1,164,2,2,290.99,12,210
68,0,184,4,4,290.99,12,297
64,0,203,6,6,292.09,12,270
52,3,182,3,3,293.25,12,168
61,1,195,5,5,294.64,36,162
71,0,209,9,9,295.1,36,193
67,1,195,1,1,296.44,36,266
63,3,182,3,3,296.55,36,76
63,13,0,8,8,296.57,36,222
63,3,182,2,2,296.44,36,229
57,3,179,9,9,296.49,0,233
57,3,179,3,3,296.58,0,103
57,3,179,6,6,296.06,0,68
63,3,163,2,2,295.07,64,187
63,3,163,5,5,293.81,64,299
63,3,163,9,9,292.36,64,121
72,2,170,2,2,291.36,92,191
70,2,170,4,4,291.36,92,233
72,2,170,4,4,291.34,32,169
80,3,182,8,8,291.34,32,273
80,3,182,5,5,291.34,32,172
80,3,182,8,8,291.32,32,289
82,3,200,7,7,291.32,32,12
82,3,200,6,6,290.89,24,90
82,3,200,3,3,290.89,24,188
73,3,219,3,3,290.84,24,103
73,3,219,6,6,290.84,24,226
73,3,219,9,9,289.96,80,31
68,4,238,3,3,289.96,80,135
68,7,231,7,7,290.46,80,277
68,11,225,1,1,290.9,80,152
49,3,212,9,9,290.41,92,277
61,0,112,5,5,290.41,92,112
59,2,251,8,8,290.41,92,65
49,2,196,2,2,290.14,92,236
52,1,188,6,6,290.14,92,115
55,0,181,5,5,290.14,92,153
58,2,229,8,8,289.64,92,42
61,2,229,8,8,289.64,92,126
68,2,229,2,2,289.64,92,180
62,2,221,2,2,290.05,100,27
62,2,221,1,1,290.05,100,245
62,2,221,3,3,290.05,100,177
64,3,210,1,1,291.25,100,164
64,3,210,2,2,291.79,100,249
64,3,210,2,2,293.02,76,127
69,3,228,7,7,294.18,76,90
69,3,228,7,7,295.07,76,177
69,3,228,6,6,295.61,48,182
67,3,230,5,5,294.9,90,227
67,3,230,7,7,294.9,90,237
60,10,90,2,2,293.87,12,200
60,8,157,3,3,292.92,12,235
60,13,90,7,7,292.68,12,177
60,15,90,6,6,292.13,0,198
53,1,265,2,2,291.45,32,202
53,4,243,1,1,290.26,32,10
53,0,186,2,2,289.24,0,18
48,4,240,8,8,288.07,0,84
57,2,227,1,1,287.51,0,152
48,4,240,4,4,287,0,203
53,3,225,9,9,287.64,0,19
53,3,225,4,4,289.4,0,148
80,0,148,2,2,291.19,0,39
64,1,223,3,3,292.27,0,288
64,1,223,6,6,293.84,0,287
64,1,223,5,5,295.52,0,51
69,1,185,6,6,296.57,0,237
69,1,185,7,7,297.25,0,294
68,1,192,5,5,297.46,0,210
68,2,199,4,4,298.16,0,219
68,2,199,9,9,298.15,0,187
68,2,199,2,2,297.88,0,95
64,4,209,8,8,297.61,0,57
64,4,209,3,3,296.78,40,215
64,4,209,5,5,294.87,0,200
58,5,217,5,5,292,0,25
58,5,217,3,3,290.62,0,137
58,5,217,7,7,290.16,0,194
47,7,226,9,9,290.01,0,139
47,7,226,7,7,289.4,0,174
47,6,165,4,4,288.51,0,102
43,11,90,9,9,287.52,0,288
48,4,165,2,2,286.84,0,222
50,6,160,4,4,287.77,68,150
55,2,185,8,8,288.75,68,124
56,3,133,2,2,290.39,68,16
45,5,238,3,3,291.57,68,65
57,3,188,4,4,293.34,68,201
48,5,230,8,8,295.34,68,31
48,1,112,9,9,296.31,44,89
56,7,256,3,3,297.1,44,293
56,7,256,2,2,296.48,44,112
56,7,256,1,1,297.1,44,226
65,5,292,9,9,298.29,44,151
65,9,68,4,4,298.29,44,94
65,5,292,7,7,298.3,20,86
56,1,224,7,7,297.53,20,267
55,0,90,6,6,296.78,20,237
55,0,248,5,5,296.36,48,87
54,6,297,9,9,295.75,48,171
54,6,297,6,6,295.29,48,91
54,6,297,6,6,294.04,92,225
43,1,344,4,4,293.34,88,60
57,7,331,1,1,292.7,88,173
43,1,246,1,1,292.52,88,260
46,0,357,1,1,292,88,222
47,6,341,1,1,291.22,88,220
